Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:
5 nights,"Reception on 2nd floor a downer, offset by good taxi service, one lift out and others too slow,gym lighting too low and needs more basic equipment ( matts, boxes for jumps, cones, stretch bands, chilled water, ball weights ). No fridge in room?. Loved the ice machine and room service staff very friendly / helpful . Lack of reasonable priced bar items, breakfast very good, better if she was to smile / interact. Laundry service good but a bit pricey. Clean and very quiet room. Air con and water temp fluctuated a bit but generally fine. Would be happy to stay again.  ",40,Feb-19,Travelled on business,1,0
One of the worst experiences in Singapore ,"The owners of the hotel clearly spent too much on the concept & design and forgot that a hotel is a service property. To sight a few examples of our stay: vomit on F&B floor during breakfast not cleared until we had personally voiced our disgust, fire alarm went off at 430am for about an hour without a single explanation from the staff and they weren’t even contactable that morning via hotel phone, the bathroom had no floor dividers causing shower waters to seep through into the room and the fireman lift was under maintanence for an entire week to name a few things. For the price you pay, there are at least another 5 hotels in the same area with better value.",10,Jan-19,Travelled as a couple,26,31
"Convenient location, tasty food options","We stayed for 1 night. We were extremely lucky to get a room (king room) with balcony (i guess there are only 2) :) note that some rooms have indirect view to marina bay Sands, you can see it shimmering througj the other buildings. If there are fireworks, you will also see them ;)Deco and furnishing are colorful, but rather worn. The room left barely enough space for our two large suitcases. There is no wardrobe or cupboard. So i would not come back for a longer stay due to that. The burger‘s restaurant downstairs is tasty and for singapore reasonably priced.",30,Feb-19,Travelled as a couple,2,0
A very pleasant experience,"The hotel feels young and positive. The location is excellent and the transportation around the hotel is convenient.The wireless network signal is good.Although the sink is a bit small, it is not very convenient to use.The overall experience is great.",50,Feb-19,Travelled solo,1,0
A smart and stylish hotel in Singapore,I choose this hotel because of the furnishing of their rooms. Believe me guys they're exactly as you see in pictures! Breakfast was amazing as the staff that was always at your complete disposal for everything. Hope to come back in Singapore and to Hotel G too :D,50,Feb-19,Travelled solo,4,2
Well priced and well located,"Hotel G has a Tokyo feel. I stayed in a small room, very little real estate for stuff. Decor is quirky and fun, lifts are horribly slow. Be prepared for up to a ten minute wait. The hotel lifts are the same as totally inadequate elevators installed at the Cloud Forest tower over at Gardens by the Bay., so there must have been some back-room dealing by the normally incredibly together Singaporeans to let themselves down by completely under-specifying lifts. If you have multiple devices that need charging via GPOs, the room is under-wired. Only one power socket is available for use with international adaptors, and even that power point must be shared with the kettle. ",40,Feb-19,Travelled solo,1,0
hotel's review,"overall property is good but it's kinda small. some of staff is not helpful. and also, you have to pay extra if you need to park your car. the carpark doesnt belong to the hotel which is not really convenient for people to do that.",30,Feb-19,Travelled as a couple,4,3
nice,"the room is small but comfortable enough for a solo traveler but for 2 person with 2 luggage or more it can be stuffy.i wish the shower floor is a little bit lower than the rest of the bathroom cos it can be very wet all over the bathroom floor. and it will be nice if the toilet had bidet.the breakfast is nice but not all of it had tags for assurance of people who can't eat pork, and they can add more options and varieties. ",40,Feb-19,Travelled solo,2,0
Yes the rooms are small but they are also poorly laid out.,"I actually enjoyed my stay at the Hotel G but mostly because I appreciate absurdity.  That said, I wouldn’t stay here again.  It’s true that the rooms are tiny, with the beds slightly lofted and pushed up against the side of the room.  It feels as if you are sleeping in a bathroom where they replaced the bathtub with a bed.  But I have stayed in smaller rooms in Japan and Hong Kong.  My issues are how poorly the rooms (and the hotel) have been designed.  Aesthetically, the rooms are cool, but functionally they make no sense.  There are no bedside tables to put your glasses or water.  There is no light if you want to read in bed.  There is an overhead hanging light but the on/off switch is across the room.  I like to use my phone as an alarm clock and tend to check my emails…",20,Feb-19,Travelled on business,1,0
Great stay!,"Absolutely recommendable! If I should come back to Singapore, I'll definitely stay there again.Also the Location is very good, close to subway station and lots of sightseeing spots in walking distance.",50,Feb-19,Travelled solo,10,12
Good place to stay for visiting Singapur a few days,"Location was perfect to go almost everywhere at walkable distance as well as by public transports. The bed was very confortable despite its small size. Great breakfast, and free juices and water all day long.",50,Jan-19,Travelled as a couple,1,0
"Ideal location, great beds, small room but good value for money","This hotel is in an ideal location. The interiors are very chic, with great (firm and comfortable) bed and pillows, small room but good value for money. I also love that they let you use a mobile phone with data.",40,Jan-19,Travelled as a couple,1,0
Good location.,Good location. The room was small but cozy enough. There was no cabinet for your clothes. I had a wifi problem during the first 2 days but they were able to sort it out. Breakfas at the restaurant was a little but pricey so I didn’t avail of it. Friendly staff overall. ,40,Jan-19,Travelled on business,4,0
Great Hotel,Nice accommodations within walking distance to Hop on hop off. Comfortable bed and good on-site restaurant. Breakfast included cost of hotel was very good with lots of variety. In room amenities included toothbrushes and slippers.,50,Jan-19,Travelled as a couple,1,0
BEWARE OF ROOM 1101 AND ROOMS UNDER AND ABOVE IT,"We were given  room 1101 and was dismayed by the diminutive room size . There were two big  room post that ate what could have been an acceptable room size . The bathroom is a combo  shower and toilet area where after showering , the floor is all wet which is cumbersome . The staff and amenities are great , the location is great but the room is not great  . Room is really just good for one person. Maybe the other rooms are better but never checked it out . Overall room 1101 was dissapointing .",30,Jan-19,Travelled as a couple,1,0
Great Short Stay,"We had a great stay at Hotel G. From checking in to checking out, the experience was great! Rooms were complete with amenities. Bathrobe was a good edition with the room slippers. Only downfall was the shower area where there's no elevation to separate the shower water and the toilet. We requested for early check-in as we arrived at 7am from Germany. Victoria was very helpful and understanding however as we were resting we were awaken by housekeeping where they knocked and just opened our room door. Thank goodness we latched it. ",50,Jan-19,Travelled on business,5,0
Average hotel in good location ,I was expecting more from a four star hotel. The main problem was that you can’t open the window so the air doesn’t circulate and you can smell that as soon as you enter the room. The room is not to big but ok for 2 or 3 nights. Breakfast is great and the restaurant is very good but pricey. With so much offer in singapore I think I won’t go back to Hotel G ,30,Feb-19,Travelled on business,1,0
A short stay hotel,"You gain entry to reception from the second floor MSCP, reception area not attractive, my experience at check in not good, guy with attitude, no help from staff, I asked how to get to my room, ""use the lift "" was the reply, oh, I said, smart arse then, he then told me how to get to the lift, I could have found it myself as the area is so small you find it, if you stay for one or two nights the rooms are okay, any longer not so good, there is no wardrobe or draws to place your clothes, just a rack hanging from the wall which could hold about six garments, the rest of our clothes had to stay in the suitcase, so I personally would not recommend this hotel, I know people are going to say why did I book this hotel, well there was no mention of the fact that there was no where to hang…",30,Jan-19,Travelled as a couple,15,4
A decently priced modern botel,Excellent service and great location for either business or leisure activities. Wonderful breakfast! I am a regular customer and keep staying at GHotel at each of my visits to Singapore. Quality and comfort levels are hard to beat indeed.,50,Feb-19,Travelled solo,1,0
"Excellent, fresh and modern, clean, and centric","I really like Hotel G and I take it every time I come to Singapore. I like the fitness room, and the bar downstairs which has a very good wifi as the hotel. Also is close to many shopping malls and very near to the financial center",50,Jan-19,Travelled on business,3,0
"Good location, clean room but rude staff","Good location and comfortable room but the staff were rude and unaccommodating. For instance, I wasn't travelling with a credit card, only debit and cash, so the staff removed the minibar including the entire fridge! I would have liked some cool water for my stay.  The room was clean and quite nice but very small . I've received better value from hotels elsewhere in Singapore",20,Jan-19,Travelled on business,1,0
Great Experience,"The location of the hotel is fantastic , the rooms are small but comfortable , and i also appreciated the fact that they are flexible to upgrade you , which is always welcome .the team there is outstanding and always very helpful and extremely courteous thank you for making may stay a great experience ",50,Jan-19,Travelled on business,2,0
good place to stay,nearby mrtmiddle of the viewcan go anywhere of singapore easilyreasonable price with good staffthey are very nice with smile facequite difficult to go to the receptioncause the lobby is the restaurant then you need to go up for liftthen go to 2/f for the receptionbut the staff are very helpful to assist and guide us to go to reception ,40,Jan-19,Travelled with family,1,0
Sleep Lagoon,"Super comfy beds and excellent location! Con's are that the rooms are generally quite small, not much space to move around and limited space for luggage, price is also a bit on the high side. Would still recommend it for people looking for a comfy bed!",40,Jan-19,Travelled as a couple,2,0
Ideal location,Never been to Singapore before. Picked hotel at random. Seemed to be located where I wanted for access to MRT ( 3 stations within 10 minute walk ) and main points of interest.Excellent use of room space. Staff so helpful. Great choice for breakfast.22.20 check in at Changi airport. Hotel retained suitcase in secure room all day and allowed me to use a spare room to shower and change when I went back to pick it up so allowing a full days sightseeing.Only minor negative points are the lifts which take ages to get from ground floor and the fact that there is nothing to explain that you have to go through the bar to 2nd floor to check in,50,Jan-19,Travelled solo,1,0
Family visit,Everything was good with exception that the room is too small and one has to climb over the other person on the other  side of the bed to go to the toilet. In addition I really don’t like that you impose on me to write at least 200 characters here.,40,Jan-19,Travelled with family,2,2
"Good Hotel - Clean, handy, adequate","Nice clean, quirky hotel, great location, good food and bar, nothing negative to say except lifts are slow (but one out of three was out of order during my stay)and personal preference but I love a swimming pool and unfortunately there is not one here.......................",40,Jan-19,Travelled on business,1,0
Awesome,A good place to stay in Singapore close to subway station and many visiting attractions I d definitely love to stay at this hotel again. The restaurant on the first floor is also good. I totally recommend this place. ,50,Jan-19,Travelled with family,46,13
Great location great hotel,From the time we got to the hotel till the time we left the staff were very helpful and polite. The rooms were what we expected they weren't the biggest we had been in but they were clean an tidy .the bed was huge could have done with a bit more storage. The tv was great with some English channels. The phone in the room was good it allowed us to phone australia at no cost .we had tea and coffee in the room with a kettle.they also have the same plugs as us 3 pin. Location was excellent very near the town centre. Enjoyed my stay hear .will use this hotel again if we come back. Thanks all at hotel G dazza and Judy ,50,Jan-19,Travelled as a couple,1,0
Thank you.,"It's the wonderful experience. The air-conditioner does very well. The receptionist was very kindly and smart. Hotel's location is very good, and near to Ya Kun Kaya Toast. Next time I go to Singapore, Hetel G is always my choice.",50,Jan-19,Travelled with family,1,0
Nice little gem,"I didn't expect the room to so cosy but it was very comfy and stylish.Had some issues opening the suitcase due to the small space but awesome design.Good breakfast (I'm a sweet brekky person so can't say about savoury), ",50,Jan-19,Travelled solo,4,0
Nice hotel & good location,"Stylish deco and staff are friendly. Rooms are rather small so if you won't be spending a lot of time in your room,  it's perfectly fine. Great location and prices are reasonable. Didn't have a chance to eat at the restaurant but it's always busy so food should be good.  ",40,Jan-19,Travelled as a couple,5,0
Reasonably priced hotel that meets expectations,Every amenity you could want. Reasonable priced rooms (for Singapore). Throughly enjoyed my stay. Rooms are small but have everything needed. Breakfast is modestly priced and meets expectations for a buffet. Has two bars which are open very late by Singapore standards. Will stay again.,50,Jan-19,Travelled solo,1,0
OVERALL IS GOOD,"Overall is good. Hotel look new, clean and near to MRT, shopping mall, market, food court, india temple, chinese temple, restaurant & etc... Just the hotel lift too slow and hotel staffs not friendly. ",40,Jan-19,Travelled as a couple,49,28
Lovely hotel but short fall service in some area,"My wife has planned for her birthday trip over 6 months and she preferred to visit Singapore rather than other countries and she hand picked Hotel G by herself beside few other hotels by the riverside which I let her made a decision.  If you want to stay at Hotel G, you have to understand that there is no fridgr in the guest room but common fridge on level 2 of the hotel. However, they provided water cooler and ice machine on every gueat floor which can make up on this and the other thing we booked a Deluxe Room which the room is tiny, no sofa and no space for luggage lack but they design all built-in furniture to extend their maximum for guest usage in the room.   I do like the water pressure in the bathroom is extremly strong and the hair dryer is super strong blow power,…",30,Jan-19,Travelled as a couple,6,0
Overrated- hotel or hostel?,"When we arrived at 530pm to check in, our room was not ready. They made us look up the email with the booking because I assume they had lost it. Check in is meant to be at 2pm. If we had asked for a late check out they would charge us so therefore I don’t expect to turn up well past check in time and not be allowed into our overpriced room.   The majority of staff were pleasant, apart from one rude waitress that works at breakfast. She was sour and bitter when approached for assistance.  This hotel in my opinion is overpriced and overrated. Compared to other 4 star hotels this place does not match up.   I’d advise that if you stay here, to choose a room on a lower level as the lifts take a very long time!   Location and air conditioning in the room is good.",20,Jan-19,Travelled as a couple,1,0
Great experience,Wonderful looking rooms with nice view. Rhe bed was perfect and the shampoo smelled great too. Would recommend 100% to friends and family. Easy accessible by taxi from the airport. Got a welcome drink which is always a plus!,50,Jan-19,Travelled as a couple,1,0
A gorgeous hotel in Singapore!,I can go sleep easily cause I don’t hear any noise from outside. And all of the staff can give us useful and timely help.Its location is convenient to take the MRT and it’s near marina bay. So I will advise my friends who haven’t been Singapore try to live in.,50,Jan-19,Travelled as a couple,3,2
All perfect,"One of the best recommendations due to pricelevel you could get at the moment in Singapore. The area is perfect for a city trip, all needed requirements are in the room, the bar is also perfect and the offered lunch and dinner was ideal ",50,Jan-19,Travelled as a couple,3,0
Not too bad,It’s for a study trip in Singapore. But if check-in located on 1st floor will be better. We have to carry our big luggage and walk up with stairs and lift is super slower. Wait for long time to get in and out.,40,Jan-19,Travelled with friends,1,0
Very inconvenient lobby,"I can understand Singapore is very small, so my room is totally fine to be small. However, the shower room and toilet are connected together and only use a curtain to separate. It cause the toilet become very wet after showering. Second, the front desk staff was not really well-educated. If your hotel have service corporation with shuttle bus to airport, your staff should tell the customers where to wait for the bus. I was waiting for my shuttle bus on time but because I didn’t know where to wait leading to miss the bus. ",20,Jan-19,Travelled on business,28,0
Top Favorite Hotel in SG,"Been a repeating customer for this Hotel. Room is Comfortable. Hotel provides not hotel ordinary toiletries, which I personally love a lot. Location is good. Walking distance to Bugis and easily get Taxi/Grab service. Friendly front line staff.",50,Jan-19,Travelled on business,1,0
tragic hotel,"Very small rooms,no value for money,no good service and tragic facilities.The location is in a very good area and breakfast is not bad I would say.All the rest are really tragin and its too expensive for the offered facilities.There is no space even to move in the room and bed is 1 meter away from the toilet.Next time I prefer to pay double to another hotel and not stay ever again there.",10,Jan-19,Travelled on business,10,2
Tiny space terrific staff,"The room was extraordinarily small, much smaller the the picture displayed.  The shower was adequate without proper pitch so the entire floor got wet.  There was so little counter space that a brush or toothbrush would fall on the floor when placed next to the sink.  There is a bonus stoop to perch on in the corner near the platform bed.   The bed is difficult to maneuver around as one needs to jump over your partner to access the toilet.  Very little space is available to walk. Since we stored a suitcase in the hall leading to the door we had to negotiate our way around it to access the door.  What this placed lacked in room space it made up for in service and adjacent restaurants.  Very nice breakfast each day in Ginett and lunch at 25 degrees restaurant was very good.  They…",30,Jan-19,Travelled as a couple,3,0
Feedback hotel stay experience,With good location and convenient to MRT station. But a bit disappointment about room facilities which bathing area do have have blockage to avoid water spreading. An theirs is no small fridge inside the bedroom. You can't buy cold drinks to store. ,40,Jan-19,Travelled as a couple,106,21
Swiss army room,The hotel is a great place to rest your weary travelling head. What it lacks in size makes up for the room amenities. The room itself is thoughtfully designed to suit a traveller’s need. The room we had was a hip and industrial microhotel room that can sleep 2 people comfortable. The breakfast buffet had plenty of choices. Good place to stay in the midtown area.,50,Jan-19,Travelled with family,7,0
Pleasant stay,"Small room but pleasant location, bathroom can be improved.Hand wash basin placed outside the bathroom is too small and the water pressure is quite low. Good for couples but average for family, overall pleasant stay. ",40,Jan-19,Travelled with family,28,28
"Quirky, friendly and convenient","This hotel should serve as a model for other space limited accommodation providers. At every turn there is a unique and quirky thing waiting to discover. The ""G""'s on the lift door, the cork board in the room, the drinks near the left... they are all brilliant additions to a hotel that ranks among the best value I have ever stayed in.  One evening the internet failed. The staff were incredible in their response, the manager even offering me his computer! The issue was fixed fast with a temporary work around in place. I don't think you can offer more than that!  Yeah, I know what you're thinking... this is a fake review. NO it is genuine, for a genuinely good place. We will definitely be back. Not only because of Singapore, but also for the pleasure of staying at Hotel G.  Thanks…",50,Jan-19,Travelled as a couple,1,0
Nice to stay,"Room is small but Clean and confortable to stay ! But the shower room is quite small ! With nice location, Close to the MRT station ! Many restaurants and supermarket nearby! We had a nice experience to stay ! ",40,Jan-19,Travelled with friends,1,0
Highly Recommended - will stay again!,"I spent my last few days in Singapore by myself and Hotel G was perfectly located close to Bugis; I was very close to the shopping district and MRT station. It was easy to travel to Orchard, Tiong Bahru and Raffles (to name a few places) to meet friends and family. One of my favourite aspects was getting a quick breakfast at Toast Box or Ya Kun Kaya Toast near by before exploring the rest of the day. My room was spotless, had great air conditioning and I loved how comfy the bed is! I was unsure what to expect for the solo room as photos can be deceiving, however it exceeded my expectation. The staff are friendly and accommodating, especially helping store my friend's luggage at their hotel before they left that evening even though they were not guests. I highly enjoyed my staff…",50,Jan-19,Travelled solo,4,0
Nice hotel in Bugis area,Room size is average with full accommodation. Hotel location seem a bit far from MRT station but able to call a Taxi. Staffs are friendly and helpful. Breakfast in Hotel is standard. Elevator is not enough for passengers.,40,Jan-19,Travelled on business,20,18
Poor room layout,"Although Hotel G is in a nice area of Singapore near to many places of interest and reasonably priced, the rooms are small and poorly laid out.  We arrived early in the morning and ""upgraded"" for an extra $20/night.  I hate to think what our originally booked room would be like.  There was no closet and no place to put the luggage other than on the floor which made the room even more cramped. The worst of it however was that the bed is on a platform about 15 inches off the floor with virtually no clearance at the end of the bed. This is really awkward in terms of getting out of bed to go to the bathroom during the night as it is almost impossible not to disturb the other person in the bed.  Not recommended for older people especially with limited mobility.  The room was clean…",30,Jan-19,Travelled as a couple,2,0
Very slow elevator,We were there for 1 week. One of the 3 elevators was under maintainence for the whole time.  So everytime to go out in rush hours is a 10 min wait to go up or go down. A room service guy said they have to climb stairs at time. But i never seen any maintenance people working.  To stop 1 elevator and has a very slow 2 other ones  is very ignoring. ,20,Jan-19,Travelled with family,1,0
Nice but could be improved,"Room was comfortable, room amenities were nice and staff was helpful and friendly.The A/c system in my room was hard to control, usually set very cold and could not warm up my room. Elevators take WAY too long, 1 elevator was out of service but I was there for 4 days and it was not fixed, so this might be the case ongoing, it do not seem to be getting service. Lobby was packed, especially during checkout making it a slow process. Entry and exit from the building was inconvenient as you need to enter/exit through the restaurant. Speaking of the restaurant, while the breakfast was good with many options, the layout of the restaurant for the breakfast time was poorly thought out often leading to long lines waiting for coffee or access to a certain food, and not enough tables at…",30,Jan-19,Travelled on business,5,5
Lovely rooms and convenient location,"The hotel was beautifully clean and had everything we needed. Location is close to bars, restaurants and tourist sights in Singapore. Front desk were always able to organise taxis for us. Very enjoyable stay. ",50,Jan-19,Travelled as a couple,1,0
Great for short stays,"Was glad that room was new and clean although slightly small. Plus point was that there was a water dispenser in the corridor near the lifts, something that I think every hotel should have because it's so basic but yet valuable to guests.",40,Jan-19,Travelled as a couple,4,2
Good location,"For our first experience in Singapore, it was a very good experience. The location is good, rooms are very clean, but small, ok for one Night. We had a good quality of sleep, Breakfast was good and various. Staff was very helpful and kind. It was a very good experience, most probably we will recommend your hotel and we will come again. ",40,Jan-19,Travelled as a couple,1,0
Amazing Hotel for business needs,"The breakfast is good, the room is unique, and really good people. The service is amazing, I will definitely come back to this hotel. Area is need with bus stop and easy to reach orchard. Should come here.",50,Jan-19,Travelled on business,5,0
"Good location, enthusiasm for employees","The front desk staff was very polite and the luke staff was very good. I stayed at the hotel in 2017. At that time, the restaurant staff at the breakfast table, a young man wearing glasses and a girl wearing glasses, were also very polite. When you enter the restaurant for breakfast, you will say morning, then ask the room number. It is a warm welcome to treat you as a hotel guest. The current restaurant staff is cold, and it is obviously not enthusiastic to ask your room number directly. The hotel is conveniently located and the breakfast is very good",40,Jan-19,Travelled solo,4,0
A quick stopover,"The second stay here in a short time and the staff were friendly and very helpful throughout. the environment is very relaxing and well located to easily get around to the big sites.I would only ask for an early check in but even this was well handled with baggage storage and taxis obtained, quite unrealistic given the number of people who must be moving through on a daily basis.",40,Jan-19,Travelled with family,1,0
Hotel G lack of hospitality,"My husband and I arrived at the hotel to find reception staff that lacked friendliness. Their lack of compassion to people not familiar with Singapore left a bitter taste in our mouth. However, we also noticed that the local people are not the friendliest. ",10,Jan-19,Travelled as a couple,1,0
Nice & hip place...,Nicely located to some of the best foods and shopping around the hotel area. Hotel got a cool restaurant and bar plus not forgetting the awesome staff both front and back of the house. Definitely gonna come back again!,40,Jan-19,Travelled as a couple,1,0
Great Place - Very friendly staff,"Grreat atmosphere, decor and facilities. Both restuarants are excellent, really good value and great food.The only big downside was how long you had to wait for lifts up or down. That plus a bit of noise came into the room from the corridor.",40,Jan-19,Travelled solo,43,35
Good hotel,"The hotel is good overall; excellent location with a lot of eateries and close proximity to the MTR. The standard room is small but quite functional, however I did not like the fact that in the tiny bathroom the toilet and the shower are more or less “combined”! The staff are very helpful, and there are very good restaurants as part of the hotel.",40,Jan-19,Travelled solo,14,0
Cosy place,"We stayed at Hotel G for nine nights with our little 5 months old daughter. The room was so lovely, everything in the hotel is very nice. The rooms are small, but that doesn’t matter, enough place even for a couple with baby. The metro is so close, so you can reach everything very fast. We would stay there again.",50,Jan-19,Travelled with family,1,0
A great hotel I have never seem in Singapore,"Although the room is not large but the things in the room is full range of, and the food was so delicious. Last the employees there was so friendly to solve our problems. It's a nice choice to live in G hotel when everyone goes to Singapore to play. ",50,Jan-19,Travelled as a couple,43,8
Can be better,"I really appreciated the early check-in at noon-ish. The receptionist was very professional. The room was cozy and bed was very comfortable. Ambience very chic. I booked the queen bedroom, so actually just enough space for one person. The housekeeping staff I encountered in the hallways were friendly. There is a nice bar/restaurant on the first floor. Breakfast buffet was average, and the wait staff didn't seem like they wanted to be there. There was one lift out of three under maintenance, but it wasn't such a big issue; just go before peak times at breakfast and check-in/check-out. Location was very convenient for my 30-min Grab ride to the airport.",40,Jan-19,Travelled solo,1,0
Boutique Hotel,"Everything's good except the rooms are very small and only have an ""open wardrobe"". Not recommended to bring large-sized luggages. Would also not recommend for 2 or more persons imo since the space is kinda cramped, although I'm not really sure if they offer larger spaces. For reference, my room is about 4 queen-sized beds placed side by side.",40,Jan-19,Travelled on business,1,0
Singapore tour,"Beautiful and clean city. Nice to visit Marina bay gardens. My wife loved to walk in the malls. Also good food in the restaurants. The jump on/off guided bus tour in Singapore town was an experience. Easy to get taxi whenever needed, short waiting time, and fearly low price. ",40,Jan-19,Travelled as a couple,6,5
4 night stay in January,"Great hotel, central, very comfy beds, rooms small and no wardrobe, just limited hanging space and no drawers so need to live from suitcase which again has limited space to store  in room. This would be my only criticism as we liked everything else.",40,Jan-19,Travelled as a couple,89,50
Cold rooms otherwise ok,Seriously it's 2019. Rooms should have temperature control that can be set above 23 degrees. What kind of system do they have? It's not comfortable or environmentally friendly. Otherwise the rooms are clean and the beds very comfortable. This would be a good place if I were a polar bear....,30,Jan-19,Travelled on business,231,72
Small room but big heart staff,"As i check in the reception informed me that my booking comes with breakfast. I acknowledged but informed him that i will be catching an early flight thus leaving at 4am. The next day when i check out, they have prepared a take away breakfast pack for me. How thoughtful...",40,Jan-19,Travelled on business,2,0
great city option,awesome stay. great high quality and ambience in breakfast and evening bar wine bistro..great for visiting city atractions. 1 block away from bencoleen subway station. clean gym and rooms. hard working staff.,50,Jan-19,Travelled with family,76,65
Good if you just want somewhere conveniently located to sleep,"The rooms are compact , just enough for the bed and a toilet/shower. However, they have made good use of the space - the safe is under the bed and the toilet is in the shower - and the rooms are clean so it is fine if all you want to do is sleep in the room. The location is also convenient. The hotel is only 200m from the Bencoolen MRT so it is easy to go elsewhere in the city if you want although there are several restaurants and bars in the vicinity.",40,Jan-19,Travelled solo,206,75
Good hotel,"Good hotel and fast check in on reception. Room was good for 1 person, 2 person may a bit too small and bed was clean and comfy even wifi was strong. Breakfast was good and few selection choice to choose. For the lift in the hotel need to improve and when is crowded was slow and have to wait for long time for that. Overall was excellent. ",30,Jan-19,Travelled solo,1,0
Very friendly place to stay,"We enjoyed our stay at Hotel G, the staff were very friendly and helpful and addressed a couple of issues we had quickly. The rooms are a bit on the cosy side, perhaps the bathrooms lack a bit of privacy. The lifts are an iconic reality of the building everyone just gets used to. The breakfast was superand bar was fantastic..",40,Jan-19,Travelled as a couple,1,0
Very good place to stay for a business visit,"The hotel has clean, cozy and well appointed rooms. It is a five minute walk to two MRT stations. So it is very easy to get around the city. There are plenty of restaurants, cafes and shopping nearby. The service is also very good.",40,Jan-19,Travelled on business,1,0
Overall satisfied.,Location is good and close to multiple subway station. And Service are good. Staffs are friendly. Breakfast can be taken at 1 st floor which is like open cafe. But one complaint is that elevator is always crowded and felt some stress always.,40,Jan-19,Travelled on business,35,30
"Always very good, sometimes excellent. Gym equipment currently broken.","I've stayed at Hotel G many times now and the rooms are always neat and clean, with beds and pillows comfortable and noise low. However, some of the rooms can be a little too small to feel truly comfortable. The downstairs restaurant and burger joint are excellent though - do take advantage of the house wines that are excellent value. One recent let down though is the gym, with several pieces of equipment not working and needing repair. ",40,Jan-19,Travelled as a couple,1,0
"Fancy on the outside, mouldy and noisy on the inside",The staff was very friendly and the restaurants on first floor are nice and fancy. Unfortunately the room is very bad. The room (tiny) had a mouldy smell. No wonder as the air condition vent was covered with mould. Also parts of the wooden doorframe. But they don't seem to care.Also whenever the wind was blowing outside there was a loud banging noise. Apparently parts of the outer wall are loose. Woke up several times because of that. Would definitely not go back. ,20,Jan-19,Travelled solo,164,36
Nice stay,"For our first experience in Singapore, it was a very good experience, the location is good, not far from Hop on - Hop station and other buses station, rooms are very clean and we had a very good quality of sleep, but very small (at least, comparing with other experiences around the world). Breakfast was good and various (maybe more fruits?).Staff was, generally, helpful and kind, some improvements could be done on the restaurant (some of them are not very happy serving clients). Anyway, generally, it was a very good experience, most probably we will recommend your hotel and we will come again. ",40,Jan-19,Travelled with family,5,0
Pleasant stay,Comfortable stay in a good location. Near to food court.Nice wine bar at the premises with friendly staff. Clean room. Room was a bit cold even after adjusting the temperature. Expedient check in. Should offer f & b vouchers for frequent guests  ,40,Jan-19,Travelled on business,7,3
Poor service and lifts,Service is bad and no complimentary car parking at all. Each hour is $2. And the lifts are slow to the max. Service staff is not compassionate enough and just out to catch guests in order to penalise them at s$300. Don't be fooled by this property. ,10,Jan-19,Travelled with friends,1,0
"Quite, small room but functional","Quite, small room but functional, you don't feel uncomfortable at all. I would highly recommend. It is also very close to MRT station, and close to Bugis district where is the place for food, shopping and etc. ",40,Jan-19,Travelled on business,3,2
No very good value for money,Room very poor and very small.Breakfast acceptable but need to be improve. People quite friendly.Location in a good area and easy to go to all directions.  Probably I will not recommend this hotel to friends.. ,20,Jan-19,Travelled with family,1,0
Compact rooms but overally good,"The hotel is located conveniently near tge city centre, even though not immediately adjacent to MTR. Good overall conditions, good breakfast. However, one must be warned about tiny size of standard rooms (a bed alone occupies almost all the room). This did not bother us during our two-night stay but for longer stays such ""tininess"" may be not so nice!",40,Dec-18,Travelled as a couple,32,3
99% for tourist ,"Almost 100% except face wash so small, you become more younger with new concept hotel which appreciate for space one of Buddhist culture. Walking distance to Kwan Im Thong, from Changi airport can use MRT blue line. While to check in level 1 should pass restaurant / bar, if you used big luggage bit trouble should come from car drop at level 2. Very recommend to try and rate it at TripAdvisor, good luck 🙏",50,Jan-19,Travelled solo,1,0
Good but not great,"The hotel restaurant is the main redeeming feature.Breakfast is worth your while, so do that, but go early because they shut it down quickly and don't replenish often.Elevators are slow as molasses, probably wasted a solid ten minutes a day waiting for it.Rooms are small but clean.",30,Dec-18,Travelled as a couple,565,160
Good location,The location of G Hotel in Singapore is good because it’s close to most tourist attractions and shopping malls. The level of cleanliness is also quite good. The hotel rooms are very small and the room size is only 15 M2.  The bathroom also is very small and the hand wash sink is not more than 25 cm in diameter. The elevator only reaches the first floor and the stair must be used to reach the ground floor. Unfortunately there is no Wardrobe for clothes in the room.,20,Dec-18,Travelled solo,1,0
Not Worth The Money I Paid For BUT Very Good Location,Elevator is TERRIBLE its VERY SLOW and malfunctions often Clearly the Hotel does not do REGULAR check-ups. I felt unsafe bec this lift could just FALL or Shoot Up anytime since its not maintained properlyThe Room is clean but small. Housekeeping LADY is terrible sometimes she refills the toiletries and water and sometimes she DOESN'T I also suspect shes been using my makeup. Also Housekeeping LADIES are very noisy they close the doors very loud they dont care if there are guests still sleeping. Walls are also paperthin so if there are guests talking at the next room u can hear it. The Bed Linens and Towels DONT have a Funky Smell but has black spots and tears/holes. The Faucet is TERRIBLE with the very very weak water pressure I am burdened to brush my teeth in the cramped…,30,Dec-18,Travelled solo,1,0
