Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
Hi-Tea with The Landing Point,"Food is tasty and service is great ! Specially thanks to Daniel and Maria for the friendly and superb service provided 🙏🏻 Environment is nice and we had enjoy our food and time here , will visit again 👍🏻",50,Mar-21,Travelled with friends,4,0,Fullerton
Afternoon tea for international women's day,Service was impeccable. Excellent and worth the trip to visit after work. Seats are comfortable and staff are friendly and approachable. Especially enjoyed the hard work of Daniel who served us professionally and excellently.  Would definitely come again.,50,Mar-21,Travelled with friends,2,0,Fullerton
Happy birthday to me!,"The service is good, didn't expect a photo printout of our photo. Enjoyable bday spent with my love! Awesome scenery, great ambience. Food is fine too, friendly staff and customers and nice music, cheers!",50,Mar-21,Travelled as a couple,2,0,Fullerton
Great dinner,"Service was excellent rendered by Alan. He is very attentive, and was friendly kept coming to check on us and the food. We love the ambiance of the restaurant and the dinner, we will definitely be back again.",50,Mar-21,Travelled as a couple,5,0,Fullerton
Everything was amazing!,"I am in awe with everything! The food, the service & the atmosphere was prefect! The savouries are refillable as well as the coffee & tea! They also gave a card with our picture for memories Couldn’t ask for more! Will definitely come again!",50,Mar-21,Travelled with friends,3,0,Fullerton
International Women’s Day Purple Afternoon tea,Scenic and beautiful place for an afternoon high tea. The scones are highly recommended. Attentive staff and  good service. Kumar is friendly and is especially attentive. He take the initiative to take photo for us and will check on us,50,Mar-21,Travelled with friends,1,0,Fullerton
Faboulous High Tea at The Landing Point,"Had a fabulous time at The Landing Point! Service was excellent, food was great too (was pleasantly surprised to find out that savouries and pastries were refillable), and of course, the view of Marina Bay didn’t disappoint. Will definitely come back here for high tea with friends.",50,Mar-21,Travelled with friends,1,0,Fullerton
Purple Hightea,"It a scenic place with good ambiance, very suitable place to hangout with friends. I highly recommend the scones here. The staff are very attentive especially Kumar. He took a lot of initiative to check on us, helping us to take photos.",50,Mar-21,Travelled with friends,1,0,Fullerton
Excellent Fine Dining and Service,"We had a delightful time dining at La Brasserie for my birthday! We were initially enticed to try them out by the mix of delectable French cuisine and top quality wine featured on their website - and they did not disappoint! In fact, I might go as far as to say that the pictures on the website don’t do their food or the elegance of the restaurant enough justice. Our food was delicious from start to finish, emphasising traditional French dishes - such as escargot, onion soup and Confit de Canard, which we couldn’t get enough of. If you are as much a soup addict as I am, I highly recommend trying both the traditional onion and the champignon and truffle. They satisfy the palate with enough flavour to excite and not too much to drown. By the end of the second dish, I was already…",50,Mar-21,Travelled as a couple,1,0,Fullerton
A Happy Wedding Anniversary! ,Thank you A Brasserie for the awesome night! Appreciate Alan who serviced our table that evening. Thank you for such great hospitality to make this evening an extra special one!  Our heartfelt thanks for your recommendation on the food as well.  We are truly happy!   ,50,Mar-21,Travelled as a couple,26,18,Fullerton
The Lantern of our night,"Breathtaking nightview of the Marina waterfront. Service was impeccable, kudos to Zool, Anna, Germa, Jae and Roy. It was the right choice to celebrate my girlfriend’s birthday here. They even gave us a nice postcard as memento.",50,Mar-21,Travelled as a couple,2,0,Fullerton
Great brunch spot for a special occasion!,"Highly recommend La Brasserie for a special occasion brunch.  We came as a bunch of girlfriends, some of which are vegetarian and vegan - some additional options for these categories would have been appreciated.   Fantastic service, food, drinks.   There is so much food so remember to save space for dessert and coffee and tea!  HIGHLY recommend the service from Kumar, he was attentive, fun and professional - we’ll be back!",50,Mar-21,Travelled with friends,5,5,Fullerton
Amazing service - thank you Kumar!,Came here for Sunday brunch and Kumar was an amazing host - highly recommend coming here for the great service and chat!  Would be great to see some fresh seafood (it was all frozen) and vegan options to accomodate people    ,50,Mar-21,Travelled with friends,2,0,Fullerton
Amazing service,"Kumar was the highlight of the free flow brunch, he was attentive and could answer all of our questions. I loved the food but it would have been better to have more vegan options to cater for all needs. I will definitely return!",50,Mar-21,Travelled with friends,1,0,Fullerton
The landing point afternoon tea,"The food is amazing and service is excellent. Plus you get unlimited savories, scones and tea/coffee. I will definitely come back next time. Would have been even better if the sweets are refillable too:)",50,Mar-21,Travelled with friends,2,0,Fullerton
Awesome service by the team esp Mr. Kumar,"We celebrated our 6th anniversary at the La brasserie  and was attended by Mr. Kumar. Throughout our dinner, he has been very attentive, ensuring that the dishes are well served and our dining needs are met. Very service oriented and friendly staff. Merci beaucoup!",50,Mar-21,Travelled as a couple,1,0,Fullerton
Great food and service!,"Went to their restaurant: La bassiereTried the duck main course. The skin is crunchy, meat is really tender! Totally out of my expectation! Service is great as well. Escargots for entre, meat is tender as well! Sauce wise..soso for me..but the garlic bread that came with it is super nice! Will definitely come again!",50,Mar-21,Undisclosed,12,5,Fullerton
Noice,"As the title says, what more can you ask for? Great food, excellent ambiance, superb services. Our orders -  escargot, to die for lobsters and duck, delicious  Dessert are exceptionally sweet (not for those who doesn’t really like sweet stuffs though)",50,Mar-21,Travelled as a couple,1,0,Fullerton
Birthday celebration,"Had a wonderful dinner with Missus here. Service was attentive but not intrusive. Kumar, our server, was very thoughtful and we enjoyed his service a lot. The food was of the quality expected of for such a location. The Maine lobster and Hokkaido scallops entree was unexpectedly good. Good that they serve tap water for free. Love dining privileges apply so bring a date!",50,Mar-21,Travelled with family,6,10,Fullerton
Birthday celebration,Very personable service by server Kumar. Pleasant ambience with great views of the bay. Food was good too especially the lobster and hokkaido scallop entree. We ordered a soup. The soup was served in 2 portions for us.,50,Mar-21,Travelled as a couple,2,0,Fullerton
High Tea @ The Landing Point,Celebrate my bestfriend’s hens party @ The Landing Point. Have to give credits to Maria and Daniel who was very attentive during our high tea session! They were very friendly and were quick to refill our food and drinks! I’ve also liaise with Maria before the high tea session and she was accommodating to allow us to decorate the area for this special event! Kudos to the team for making this special day a success! ,50,Mar-21,Travelled with friends,6,0,Fullerton
Thank you Germa!,"Truely amazing experience! The team at The Lantern led by Germa made our stay at The Fullerton Bay Hotel a memorable experience. From the moment you arrive to the spectacular view across the pool on level 7, Germa, Zool and Loges were very welcoming and attentive. Having stayed at many hotels around the world, I must say this is one of the best!  The quality of both the hotel and the service is amazing. We will certainly be back to enjoy the experience again.",50,Mar-21,Travelled as a couple,1,0,Fullerton
Wonderful night,We had our anniversary dinner at the Lantern and had a wonderful night. The food was great but their signature lobster roll was sold out again. Nice ambience and friendly staff so we will be back soon.,50,Feb-21,Travelled as a couple,1,0,Fullerton
Nice dinner with warm reception ,"Our family decided to book out family dinner under the Restaurant Week special menu at La Brasserie, to celebrate our kids’ birthdays in March. The food was excellent, and the service from Kumar and Alan made the evening even better. They were attentive, warm and friendly and Kumar chatted and joked with us throughout the meal. We had a good time at the restaurant. Thank you for the great meal and nice company.",50,Mar-21,Travelled with family,540,88,Fullerton
La Brasserie more like oh yes siree,To say the food was excellent would be an understatement. Some top of the line ingredients were definitely carefully picked to bring out the full flavors of each meat and vegetable presented.  This was also tastefully accompanied by the wonderful service of ida and idrus who were nothing short of welcoming hosts. Highly recommend to anyone who wants great food and even better service :) ,50,Mar-21,Travelled with family,2,0,Fullerton
A wonderful Fri night!,An amazing night with great food: confit de canard and filet de loup en papillote to die for! Creme brulee and mousse - woots!   What's even better is the service - Ida and Idrus were very attentive! Thanks for the experience ;),50,Mar-21,Travelled with family,4,4,Fullerton
"Good Service, Good Ambient, Good Food","Went during Restaurant Week, you would think their service or food quality would drop as you are technically not paying their usual price, but I’m beyond words when I see how friendly the staff are (constantly checking if the food is good), and they even took a step further by printing out a photo that they had taken of my boyfriend and I, as a souvenir. Would recommend everyone to go and give it a shot!",50,Mar-21,Travelled as a couple,2,0,Fullerton
Anniversary Celebration,"Had a really nice and wonderful dinner at La Brasserie for an anniversary celebration. The portion was huge and the food was top notch. The waiters, Kumar and Alan, definitely went beyond and even printed out a photo as a momento.   Thanks for the wonderful dinner!",50,Mar-21,Travelled as a couple,3,0,Fullerton
"Stay at Fullerton Bay Hotel
Dinner at la brasserie","Greated by the cute ship captain bear on the bed, thanks for the special arrangement by Vanessa, Julian.   Great service and food!!! Esp the maine lobster and hokkaido scallop! Mind blowing fresh and good :) Service by Kumar and Cristina were great! Super attentive :)  Last but not least, Mr Asenth gave us one of the best ""smiles"" (although cant see thru the mask) whenever we exit and enter the hotel... he is really a gem.  Thanks Fullerton Bay team for the wonderful staycation",50,Mar-21,Travelled as a couple,5,4,Fullerton
Visit,"Wonderful service good food highly recommended  our waiter kumar is very attentive and helpful. The Ribeye was good and very well seasoned vegetables tasty and cooked well, my favorite of all us the creme brulet cooked to perfection",50,Mar-21,Travelled as a couple,1,0,Fullerton
Anniversary lunch,"Nice food, had the biggest steak medium rare and it was cooked just right. Also had and great service from our waiter Kumar.  Recommended for quiet business or couple lunches and the kids menu is large portion sizes too👍",50,Mar-21,Travelled as a couple,2,0,Fullerton
Honeymoon trip - Bayview Room,"Amazing service, view and ambience. The room was huge and the ambience was amazing. I would recommend this hotel for your staycation. 10/10 would come back again for our anniversary. Thank you Fullerton crew for everything.",50,Mar-21,Travelled as a couple,2,0,Fullerton
Excellent Service,"I received a call from Vanessa and I was surprise that the room is ready and I can check in early. check in was very smooth, room is clean and all the staff are approachable. We really enjoy our anniversary stay and I was amaze that Vanessa arrange a cute teddy bear with balloon for souvenir! kuddos to the team!",50,Feb-21,Travelled as a couple,1,0,Fullerton
Mrs,Enjoyed the High tea today very much and the service especially the service given by Idrus who was very helpful and even Lotha who took an extra step in bringing a cake to celebrate my friends 50th birthday,50,Mar-21,Travelled with friends,1,0,Fullerton
Anniversary dinner,Food was great and well prep Enjoyed the dinner from start till end Kumar did a fantastic job in serving and recommendations. Would definitely come back again  Price was reasonable and dessert are fantastic P,50,Mar-21,Travelled as a couple,2,0,Fullerton
High tea at The Landing Point,"Good food, great service and happy women’s day to all ladies! Nice ambiance with many good spots for photo taking.  Special thanks to Idrus and Lotha for being so attentive and taking care of us the whole afternoon!",50,Mar-21,Travelled with family,21,0,Fullerton
I said yes!,"Ok so this was unplanned for me but not for my special half :) He wanted to propose to me and decided on Lantern as the venue. And that’s it!  He popped the ring and the question to me with MBS, Fullerton Bay and the beautiful CBD and the lights in the background.   Loges, the staff at Lantern made sure that our evening was special :) He took lovely pics of us and popped a champagne for us and our family (they were invited too! Obv I wasn’t aware about it)   He ended our dinner with a lovely cake and took a pic of ours... well another pic? Yes indeed! He had it all printed out and put in a lovely card! What a beautiful memoir for us ♥️  Thank you Loges and thank you team of Lantern: Loges, Deo, Zool,Anna, Germa, Roy   Thanks for making our day special :)   Yes... I said yes!",50,Mar-21,Travelled with family,11,0,Fullerton
Great location and great service,A great night to celebrate our wedding anniversary. Loges and the Lantern team really went the extra mile to  make it a very special evening in a great location. We were really spoiled by Loges with small but meaningful gestures to mark our milestone. Thanks!,50,Mar-21,Travelled as a couple,7,0,Fullerton
A wonderful time,Awesome team and support from them! They went the extra mile! 5 stars and highly amazing time we had! Thank you! They have done beyond what they are expected. Will definitely come back and recommend Ppl,50,Mar-21,Travelled as a couple,1,0,Fullerton
Best French Restaurant so Far ❤️,"I had a blast with my girlfriends with the best ambiance, great food and just the superb service by everyone specially Kumar! I love our photos as well! I will definitely come back and i will recommend to my friends 😍⭐️",50,Mar-21,Travelled with friends,3,0,Fullerton
Fantastic dinner,"Good food! Great service. Shout out to Kumar who delivered fantastic service.   The place is very nice too, we love. It's quiet with very good view of the river❤️❤️❤️❤️  Highly recommended! ❤️❤️❤️❤️ Try the beef cheek🙌",50,Mar-21,Travelled with friends,2,0,Fullerton
yay! - BFF wish granted,"I enjoyed all the food and the service was fantastic! Thank your Mr Kumar, you are not only aware of my filipino culture you are also very attentive to how we can fully enjoy our experience here. Thank you again!",50,Mar-21,Travelled with friends,1,0,Fullerton
Visit to gin palour,"Mano, Anthony and Benson Excellent service.....manager is very very professional and bartender is performing really well. Drinks is awesome...will definitely recommend to others... more than 5 star service👍👍",50,Mar-21,Travelled with friends,1,0,Fullerton
Gin parlour,"The service crew was fantastic with superb service. They are very attentive and proactive. I got my orders really quickly. Good job Anthony, Benson and Mano. I would definitely recommend my friends here.",50,Mar-21,Travelled with friends,1,0,Fullerton
Drink,Great service from mano  Anthony and  benson!!!  Staff was welcoming on arrival and service was pretty good. Would highly recommend to come for a chill and splendid time with friend and family during this time when covid led to many difficulties in meeting up!,50,Mar-21,Travelled with friends,1,0,Fullerton
feedback,"good service from mano , anthony and benson! super friendly and nice!! great view nice food !!! awesome and unique drinks made from anthony and they constantly came back to check if we needed anything!!",50,Mar-21,Travelled with friends,1,0,Fullerton
Afternoon tea at The Landing Point,"Really great service ! Really nice ambience too :) Enjoyed the small bites ( savouries and scones are replenishible )  Take not that tea ends at 5.30pm with last order at 5pm, eventhough we arrived at 4.11pm with no reservations, staff were very welcoming :)",50,Mar-21,Travelled with family,3,0,Fullerton
👍🏻👍🏻👍🏻,"Staff are so accommodating and knowledgeable, food is good and they happily made changes for us, thank you to all the staff as well as thanks to Kumar our server for the lovely service. would definitely recommend and come back again",50,Mar-21,Travelled as a couple,3,0,Fullerton
My Birthday Weekend ,"This is so far the best genuine hospitality services in Singapore that I felt after staying in many luxury hotels around the world and in comparison with hotels in Singapore.  I have always wanted to stay here but over the 15 years in never did and I am glad it is an eye opening !! The hotel , the staff , the services , the view , the food !!! Only to be describe as “it feels like home “  Suhana from La braserie was absolutely world class !! Together with the team  Ummar - Leah or Ria hopefully i spell it right ...  Olivia ... has made my stay better than my 40th birthday !! The doorman the aunties and uncles by the pool side !!! I just adore their kindness !!!  Every where I go I was greeted by my family name !! Full of respect !! Continue your well done professionalism with a…",50,Mar-21,Travelled as a couple,29,37,Fullerton
Wonderful food and service at the La Brasserie ,"Celebrated my birthday at the La Brasserie at Fullerton Bay Hotel and the service was impeccable and food was wonderful!  Service staff Charisma, Leah, Alan were very friendly and attentive to detail and our requests throughout the dining experience. The food was authentic French cuisine and portions were very generous for a fine dining restaurant. Definitely recommend this restaurant!",50,Feb-21,Travelled as a couple,15,3,Fullerton
Great food and great service,"Had a great time, we made a good choice selecting this place for the special occasion. Team Ida, Lotha and Rose really looked out for us and made sure we were all comfortable enjoying ourselves here. Course meal we had was great, I will definitely come back for food and the drinks. Thanks team for the wonderful experience here at Fullerton bay hotel",50,Feb-21,Travelled as a couple,7,0,Fullerton
One of the best Roof Top in SGP 👍,"Beautiful view of SGP. Very quiet and restful location. Food is good even if the menu is limited. Very nice waiters.  Large list of cocktails and wines.  One of the best, even the best one, Roof Top in SGP.",50,Feb-21,Travelled as a couple,23,0,Fullerton
Fantastico y Estupendo,"We enjoyed a 2-night staycation at Fullerton Bay Hotel, which we had previously glimpsed only while taking the Singapore River Cruise. They have done an absolutely superb job of blending the iconic facade of Clifford Pier with a smart low-rise hotel. Check-in was smooth,  our chosen pool and breakfast timings were  reconfirmed,  and we were shown to our room on Level 2. Perched a few feet above the waters of Marina Bay, the views from the room and balcony were magnificent, and we were tempted to just relax and let the world go by. The room was spacious, and well equipped with all the amenities, including a tub with bath salts, plus a rain shower. Wifi worked fine.  Service was effortlessly courteous and friendly in the breakfast room as well as the Lantern rooftop bar where the…",50,Feb-21,Travelled as a couple,627,343,Fullerton
Great anniversary dinner!,Used the Epicurean voucher today and had a great time enjoying the delicious food! Great ambience and view was great! The service staff Ida and Idrus were really friendly and responsive to our needs! Thumbs up,50,Feb-21,Travelled as a couple,3,0,Fullerton
Good food,"food was okay but worth because we got the voucher from fullerton site. got the sea bass as my main but had a fishy and slightly dry taste. However, service was excellent. Idrus and Ida was very attentive and recommended excellent pairing wine.",50,Feb-21,Travelled as a couple,1,0,Fullerton
"Great view, great service","The view, atmosphere and service is great. We came with our 2yr old son Noah and all employees were so friendly and helpful. Noah says hi, especially to Loges! Thanks for the nice evening.  We will be coming back!",50,Feb-21,Travelled with family,3,0,Fullerton
A Pleasant Experience,"Had an enjoyable experience staying at The Fullerton Bay Hotel Singapore. The room came with a fantastic view. The breakfast selection was good, and the food was delicious. The staff we met were all very friendly and polite. Asenth from the concierge was very helpful and never failed to greet us with a smile when we leave and return. We look forward to returning soon!",50,Feb-21,Travelled with family,4,0,Fullerton
Birthday Celebration,Had an awesome dinner with very nice views of Marina Bay.  Thanks for the birthday cake and birthday card from the Lantern team.  Especially thanks to Mr Loges and his team for his excellent service. Recommended.,50,Feb-21,Travelled as a couple,4,0,Fullerton
Impressive,"Everything about this hotel is impressive. It is described as a luxury hotel and it is certainly that in every aspect i.e. the quality of the rooms, food, service and general ambiance that pervades the whole hotel. Had a wonderful stay and hope to stay here again. ",50,Nov-20,Travelled with friends,673,139,Fullerton
Drinks at Lantern,Great place fir drinks. Good service. Amazing view!!!! A must visit place for a romantic or friends meet up. The manu was ok but not many options to choose from. Very limited vegetarian options. Thx you,50,Feb-21,Travelled with friends,4,0,Fullerton
Casual Dinner with excellent view,I chanced upon the place and decide to go for a meal there with my fiancé. We had a wonderful night there with impeccable service from Idrus and Ida throughout the night. The duck confit was exceptional and left me wanting more of it. The window seat view and the ambience is really pretty for a couples night and we will definitely be back for more.,50,Feb-21,Travelled as a couple,1,0,Fullerton
Awesome service and food!,I was very impressed with the food that was served here. I ordered grilled côte de boeuf for 2. The beef was cool to perfection and super flavourful. Thumbs up for the beef served there. The service staff there was also top notch. I would like to compliment charisma and sunny for their service. They made sure that the food served was good and also went the extra mile to serve us without us requesting for it. Really appreciate such a service in a restaurant. Thank you charisma and sunny once again! Will definitely visit la brassiere again!,50,Feb-21,Travelled as a couple,1,0,Fullerton
Great service and ambience,"Came here with my family for dinner on a weekday and was served by Sunny, she was very friendly and patient. Love the ambience and nice view. Food was okay. Would recommend couples to come here for a romantic dinner.",40,Feb-21,Travelled with family,8,0,Fullerton
Special occasion,"Really enjoyed my dinner with my wife at La Brasserie at Fullerton Bay Hotel. Food was great and service was excellent! Thanks Idris, Sunny and especially Ida for the great service! We look forward to coming back again! ",50,Feb-21,Travelled as a couple,1,0,Fullerton
Exceptional Service at The Landing Point,"It was our minimoon and first time visiting The Landing Point, but definitely won’t be our last. From start to end, the team provided top notch customer service.  1. Moving our seat to the window area for an impeccable skyline view. 2. Acknowledged our preference for no meat and alcoholic drinks. Even changed our whole plate for savoury top up, so there’s no mix with meat items. Very thoughtful details like this makes it extra special. 3. Received a complimentary cake for our minimoon celebration, and got our photo instantly printed as a memento.   Special thanks to Maria, Daniel, Idrus, Lotha and Xin Rong for a memorable experience :)",50,Feb-21,Travelled as a couple,1,0,Fullerton
Afternoon High Tea,"Visited The Landing Point at The Fullerton Bay Hotel for their high tea. Very exquisite set that comes with premium tea / coffee. The experience was totally complete with the amazing service by the staff, especially Daniel. Definitely will return very soon.",50,Feb-21,Travelled with family,2,0,Fullerton
Awesome view with outstanding service,"Totally worth every penny to spend the evening at The Lantern. Shoutout to Anna, who attended to our table and ensured we had a memorable 1st year wedding anniversary.   Definitely a go-to place for new lover birds.",50,Feb-21,Travelled as a couple,9,5,Fullerton
Excellent service,Wonderful service and excellent staffs. Specially Asel who served us and made us feel warm and at home. Thumbs up!!  Environmental is outdoor and relaxing. Definitely worth a try. Come and experience it!,50,Feb-21,Travelled with friends,1,0,Fullerton
Nice place,Good service and nice place for celebration  Especially is service Asel benson manjit is very good service  Nice to enjoy crime this place nice food nice drinks and nice service  Good place good food and everything good Thank you so much,50,Feb-21,Travelled with friends,3,0,Fullerton
High Tea,Great customer service and quality food! 👌🏼😊 Thank you for being attentive to our needs! Special thanks to the 2 ladies in the cashier and the guard who volunteered to take our pictures. Will definitely recommend!,50,Feb-21,Travelled as a couple,2,0,Fullerton
Great service,"Went to celebrate our wedding anniversary  at 'The Landing Point' greeted with a warm and friendly staff. Great ambience and great service by all the staff. Namely, Daniel, Maria and Charisma.excellent service!😀",50,Feb-21,Travelled as a couple,2,0,Fullerton
Great food and even better service,"Opulent ambience is not a surprise when it comes to the Fullerton hotel, and quality of food didn’t disappoint as well and in fact it surpassed the ambience. Special shout-out to service staff Idrus, Ida and Lotha who made dinner an exceptional experience, going the extra mile to provide wine and food recommendations and ending our meal with a complimentary dessert. A perfect ending to end a perfect meal. ",50,Feb-21,Undisclosed,13,7,Fullerton
A Joyful Anniversary,"My wife and I decided to come to La Brasserie at Fullerton Bay Hotel to celebrate our 1st year wedding anniversary. The staff are polite and attentive, topping our water as and when it is low without us asking. We are also surprised that they had prepared a complimentary cake, took a photo for us and printed a copy for us immediately. I would like to thank Ida and Idrus for being helpful and attentive to our needs and making our evening a pleasant one.  Please keep up the good work!",50,Feb-21,Travelled as a couple,1,0,Fullerton
Excellent evening spent - Must do in SG,"Thoroughly enjoyable evening - stunning views, very courteous staff, great drinks and lovely food! :)  We were served phenomenally well by Germa and the bar man - Loges served us some sumptuous drinks.  We tried - Virgin Mary, Veg Spring Rolls & Sydney Sling.  Best photos and best panoramic view of Marina Bay in Singapore",50,Feb-21,Travelled as a couple,12,4,Fullerton
Good high tea,"The staff Lotha was very attentive, food was decent and semi free flow, probably only semi buffet high tea In SG. Prefer this to courtyard, much better views and more sunlight. Taste wise remember this to be better",50,Feb-21,Travelled as a couple,8,8,Fullerton
High Tea at Landing Point,"Totally enjoyed having high tea here. Was served by this wonderful lady, Lotha. Very attentive to every table. Food is fantastic, ambience is good. Service is excellent. Highly recommended. Will definitely come back again",50,Feb-21,Travelled as a couple,1,0,Fullerton
Beautiful View. Great Service. Exceeded Expectations!,"I went into the stay with relatively low expectations relative to the high room rate but left with plans to return. Although the food was mediocre, the view from the room and pool coupled with the great service made up for that and more. Through our package we had cocktails and canapés at Lantern from 6-8pm and breakfast was also included. Shout out to Michelle at the front desk for always being very personable and offering warm greetings every time we saw her. Would definitely look into booking another staycation here!",50,Feb-21,Travelled with friends,8,0,Fullerton
Nice but could provide a better memorable experience,"Good stay over the weekend, great location to escape the city and enjoy the sea view. But it was not exactly the 5-star experience we expected in terms of content (room, breakfast) for the price but the room view was nice and the staff was helpful. The pool is also a great place to spend time at. The building design is superb. Nearby you can walk to restaurants, street food lane...",40,Feb-21,Travelled as a couple,233,119,Fullerton
Birthday dinner,"Very good food in a classy environment. Most importantly,  impeccable service that is hard to beat. They even served the birthday girl a token pastry...  On top of that the manager even took a picture of us and printed it out as a gift for us.....  Love u guys!!!!!",50,Feb-21,Travelled with family,1,0,Fullerton
Fantastic dinner service,"Love the epicurean set dinner. Value for money as it comes with 3 glasses of wine and each dish was executed perfectly. Ambience was great. Special compliments to Ida, she was attentive to our needs and knowing it’s my MIL birthday, she took a photo of us and made it into a card. 😍 Also not forgetting Lotha and Ideus, thank you for the wonderful dinner service !",50,Feb-21,Travelled with family,1,0,Fullerton
Celebrating belated Valentine at Thr Landing Point @ Tgr Fullertion Bay Hotel,"Having a wonderful afternoon tea at The Landing Point @ Thr Fullerton Bay Hotel. The quality of the foods is fabulous, the ambience is good and their excellent services. Appreciate on their services as they know that we are celebrating our belated Valentine. We will given a complimentary cake. Thanks to The Landing Point service crew, especially to Mr Daniel, Mr Idrus and Mr Tyson.   Highly recommended and will be back again",50,Feb-21,Travelled as a couple,17,5,Fullerton
Afternoon tea with my mum,"It was a great experience. During reservation, there was only walkway seats left, but the staff managed to arrange a window seat for us on the day. We were severed by Daniel and he is really nice and friendly. My mum and I had a great afternoon here!",40,Feb-21,Travelled with family,2,0,Fullerton
La Brasserie,"The ambience, service, and food at La Brasserie is great! We have tried all Fullerton restaurants but this is our first visit to La Brasserie and it lives up to the high standards of the hotel. We would not hesitate celebrating all our important occasions with The Fullerton Hotel group. Special mention to Alan for his attentiveness.",50,Feb-21,Travelled as a couple,3,0,Fullerton
Business meeting,"5 star service by Loges Germa. Loges was extremely friendly and professional, he had an expert understanding of the drinks menu and was able to make good recommendations about what drinks we should have.",50,Feb-21,Travelled on business,2,0,Fullerton
Lantern @ Fullerton Bay hotel,Wonderful view of MBS and flyer .  service staff Loges is excellent  recommended to come for a memorable night view of Singapore  Food menu is pretty limited but range of alcohol is big A good place to hang out,50,Feb-21,Travelled with friends,2,0,Fullerton
Birthday Celebration,"Was recommended by friend. Indeed is a good recommendation. Nice food, good service..   Thank you Lotha and Sunny for your service to our table.. both of you make our night.. keep up the good service...",50,Feb-21,Travelled with family,35,8,Fullerton
"Best ever night out, thanks to the amazing staff!","From the first moment I walked in, two of the staff members were exceptional at making us feel sincerely welcomed with well mannered ushering, warm smile and bright attitude. After we seated, we asked for a rather interesting wine recommendation (not sweet, dry and less fruity white wine). Thats when we were given utmost attention and after careful probing by the staff, we were served a sample glass. To my surprise, the staff nailed it! Shows how much they really cared for us.  Afterwards, we asked if we could move closer to the window for a view. The staff then went on to sort out reservations (due to last min. no show) and quickly got us the best table. We stayed on until the closure of the bar and had such a wonderful evening! And I typically do not do this, but I had to get…",50,Feb-21,Travelled as a couple,3,0,Fullerton
Excellent birthday evening spent at the Lantern Roof Top Bar,"We went to Lantern Roof Top Bar at the Fullerton Bay Hotel, to celebrate the birthday evening. The view from the hotel was spectacular with MBS in the background. The drinks were good. They served us a small cake before we left. Great gesture by the team there - special call out to Loges and Anna who served us on that evening ",50,Feb-21,Travelled as a couple,5,0,Fullerton
Bachelorette cocktail,Anna and the Team at the Lantern Bar were amazingly friendly and even surprised me with a delicious chocolate cake as well a congratulations-card including a pic of my friends and me 😀 It was a night I will remember!,50,Feb-21,Travelled with friends,5,0,Fullerton
Dinner at La Brasserie ,Celebrated my birthday at La Brasserie. I am impressed as well as pleased with Alan's fantastic friendly service and helpfulness! He ensured that we enjoy our food and offered good advice on wine matching. Keep up the good job! Food is good and the wine selection is great!,50,Feb-21,Travelled with family,1,0,Fullerton
Music vibes on point + wide drink selection,"Attentive floor staff with clear SOP guidelines especially during this unprecedented time.  Enjoy the skyline of Singapore with the view of Marina Bay Sands and ferris wheel with a breeze when seated at the deck. They have a good selection of music suited for the time of day you’re visiting, with an energetic vibe.  Food is great with a wide selection of drinks as well. They also have a seasonal drink menu! I’ve been here a few times and left anticipating for my next visit, as I look forward to the drink.",50,Feb-21,Travelled with friends,2,0,Fullerton
Wonderful experience @ landing point!!,Fabulous experience and Impeccable service from landing point fullerton staff Maria and Emma. They kept checking on us and replenish our favourite savoury items for our afternoon tea.   I had a last min request for a small slice of birthday cake for my mum. They promptly sent us a cake and sang us a birthday song and actually took a photo of us and printed it out as a memento for us.... That's very sweet of them. Thank you Emma and Maria!! Kudos to the landing point team😊,50,Feb-21,Travelled with family,1,0,Fullerton
"Epicurean by the bay, dinner at La Brasserie","Our first at La Brasserie. Every dish was on point- sea bass was perfectly cooked, duck confit was nicely crisp with meat/fat super tender. Special shout out to Alan for the wonderful dinner service (: My husband and I left feeling really satisfied! ",50,Feb-21,Travelled as a couple,8,9,Fullerton
Chill,"Very good place to chill and relax. Scene is very beautiful. Sitting place very cozy. Music volume just nice not too loud. Staff - Maho, Benson and Anthony are very friendly while serving us. Definitely will visit here again.",50,Feb-21,Travelled with friends,2,0,Fullerton
Friends meetup,"Had a very welcoming tone from Mr Daniel when I stepped through the door. Even if I dont take alcohol drink, lovely Mr Anthony, the bartender can be trusted with a refreshing non-alcholic drink, which I'm still amazed from his way of making the perfect mix. Perfect drink with the perfect ambience is what I needed after a long stressful day at work. Adding to that will say Mr Benson snd Mr Mano from their humble approach in taking and serving our orders. Overall the Gin Parlor at Fullerton Bay Hotel is a definite place one should go!",50,Feb-21,Travelled with friends,1,0,Fullerton
Gin parlor,"Awesome service from Mano, Karen, Anthony and Benson from Gin Parlor, Fullerton Bay Hotel.  Lovely and amazing view from our assigned table. Superb cocktail drinks and great presentation of food with detail introduction.",50,Feb-21,Travelled with friends,2,0,Fullerton
A tranquil location in the midst of the city.,Superb place for a much needed rest and relaxation.  The bay view room we were in was ideal for a quiet evening spent indoors.  Totally appreciate the polite and humble service of Asenth. Service with a broad smile.,50,Feb-21,Travelled as a couple,5,4,Fullerton
