Review Title,Review Description,Review Rating,Month of Stay:,Type of Trip:,No. of contributions from reviewer:,No. of helpful votes on review:,Hotels
Perfecto!!,"Perfect location in the city center. Super clean rooms and breakfast was delicious with veggie options. The dumplings made each day were not good.. am not sure if that's how they are supposed to be or if I still need to develop a taste for them.  Walking distance from MRT and Raffles center. Plenty of restaurants around to explore. If you want economical dining options, just go to food court of Raffles Center.   I will definitely stay here again if they are giving away rooms for a good rate. When we stayed in Oct 2017, the rates were much less compared to Stanford hotel. No regrets. It helped me save money yet be in the heart of the business district.   Sentosa, airport , Marina bay sands - any which way you go , it will not cost you more than 20SGD by taxi.",40,Oct-17,Travelled as a couple,82,41,Carlton
"Excellent Hotel, Very Central to everything you need","Thoroughly enjoyed my stay at the Carlton Hotel. Well presented and friendly staff. A great gym and pool. USB ports in the rooms were a great addition and the mobile phone they provide you saves alot of money and stress of coming home to an expensive phone bill. The Hotel is Within walking distance of the majority of major attractions, malls, MRT etc. You won't regret your stay at the Carlton Hotel. ",50,Oct-17,Travelled solo,1,0,Carlton
Comfortable overnight stay,"Was just here on an overnight stay enroute to the Middle East. Check in/check out was very efficient, the room was very well appointed and was in a good location! I ordered dessert from room service and it was delivered promptly and was quit good value!",50,Oct-17,Travelled solo,15,8,Carlton
Great city centre hotel,"Had the pleasure of staying in the Premier side of this hotel during a weekend break to Singapore.  The hotel is well appointed, with modern, clean furnishings and friendly, efficient staff.  The room & pool were relatively small (limited sun loungers), but the gym is decent sized with a fair amount of equipment. Overall it's in keeping with a good City Centre hotel.  The location is very good, 25-30 minutes from the airport and within walking distances of many local amenities (by that I really mean bars and shopping malls).  Singapore has very cheap taxis, so it is easy to get about. The executive lounge was also generously stocked.  Overall I was very happy and would certainly stay there again.",40,Oct-17,Travelled with friends,101,54,Carlton
Lovely Hotel let down by Service ,"Stayed at this hotel a few times and this visit this weekend was a let down.  The staff seem so indifferent - no welcome back or any feeling of belonging or being important to them.  Had issue with room service as it was clear the guy on the phone clearly could not be bothered doing his job. Took my 15 minutes to get through to them line constantly engaged, then to be told restaurant was already closed at 10pm so no soup even though it was 2155 and the room service menu said 11pm. Tried to then speak with management - same story no one picks up the phone there either at reception. On leaving the hotel on check out. No how was your stay,? have a pleasant trip, need a hand or anything with your bags. Just a robot taking the bill. Awful experience this time. I have stayed in over…",30,Oct-17,Travelled solo,65,32,Carlton
5 Star Hotel,"Clean, beautiful, huge hotel, very good service from room service, but no service fro the maintenance team, my TV was not working, and nobody came to solve the problem.... breakfast was marvelous, taxi service was fast, but my room was no view at all.  Great place to stay.",50,Oct-17,Travelled on business,57,17,Carlton
convenient ++,"I stayed at the Carlton for the 2017 SG GP, so this review is weighted towards this event. It's fantastically located hotel for the GP and well priced. You have access to three MRT stops within close walking distance, so very easy to get around to most parts of the island, including gp zone 1 priority gate. The hotel is only a block away from zone 4 and couple of blocks to the Pandang stage.  Raffles is across the Rd if you want to empty your pockets on an overpriced drink and Raffles City Mall also across the Rd to fuel up on food before the race. Deluxe room was good, and the free water bottles daily goes to good use. Breakfast is pricey but go hard and get your monies worth it's tasty enough. I would highly recommend this hotel for people intending to visit SG for the GP.",40,Sep-17,Travelled solo,33,10,Carlton
Carlton Hotel Singapore,"It's been a while since I have reviewed a hotel.  The last time I put a review up for a place in Singapore was not so positive so decided to put up a review on my next visit.  I have stayed in many hotels since my last review but never posted any good reviews for which I apologise for.  I will try to put up positive ones in the future as well. Well, on to Carlton Hotel Singapore.  Had a three night stay.  Well, first impression was that the hotel is nicer that I thought it would be from the online photos.  The service was very good overall during the stay.  Location was excellent, just 300 from Raffles and the metro station. I included the breakfast buffet during my stay.  It was large for a breakfast buffet; the variety was quite large compared to most.  It had Western, Chinese…",40,Sep-17,Travelled with family,5,14,Carlton
Carlton Hotel does it well,"Had two nights at the Carlton (2nd visit).   No doubt about it, the Carlton does it well with friendly, well trained staff where nothing is too much trouble.   Spotlessly clean room with great views (front part of the building)   Always a favourite, especially when you get a great on line price.",40,Oct-17,Travelled solo,117,127,Carlton
Good hotel for business and leisure,"In the busy downtown area walking distance to the old port area and many shopping centers, across the road from Raffles, 300 meters from metro station. Bar is expensive but all bars are expensive in Singapore. Rooms are clean, well appointed etc",40,Sep-17,Travelled on business,37,13,Carlton
Gorgeous ,"Love love love this hotel.  Been there numerous times. The ONLY thing I can complain about is the lack of outlets in the bathroom to run my hair equipment. Do only men design bathrooms in Asia??  Otherwise it's beautiful, great location, nice executive lounge with a great breakfast. Quiet rooms even for day sleepers. Cute pool area and a decent, clean workout facility.  ",50,Oct-17,Travelled on business,185,68,Carlton
Perfect short stay business location,Location is excellent next door to Raffles. Business meetings up Orchard Road are a short taxi journey evening dinner close to the hotel has plenty of variety.  Rooms and service are top class. Concierge service is among the best I have seen,50,Sep-17,Travelled on business,13,3,Carlton
IN THE CITY OF SINGAPORE,The hotel is one of the great location and one Block from famous Raffels Hotel .Good Food and Good Buffett . Centre location to many areas . Rooms are Spacious and comfortable  . Its very easy access to all locations and Nice Pool,50,Feb-17,Travelled on business,580,43,Carlton
"Great Hotel, Great Location, Great Short Stay","As a repeat traveler to Singapore, Carlton Hotel is one of our corporate preferred partners, and having stayed here numerous times, thought it would be alright to share a quick review (particularly after many mixed experiences in the Orchard Road area). Carlton Hotel (Bras Basah Rd.) is in a wonderful area (eg. close to Raffles City mall, a National Library, multiple MRT stops, many restaurants, and bookstores, etc.). The hotel itself has undergone renovation over the last few years I've stayed here. This time, I was upgraded to an Executive Room on 19th floor - pretty spacious, cleaner-than-average, good wifi, and very, very quiet. The team are all very professional, friendly, and they accomplish tasks making the whole experience seem effortless.  The breakfast buffet is great.…",50,Oct-17,Travelled on business,24,34,Carlton
Good stay and service ,"Carlton is located in the heart of city, it has the best location. Good food and good service, overall a good experience. Would definitely suggest people visiting Singapore to stay at Carlton. Will soon visit again.  ",50,Mar-17,Travelled with family,22,0,Carlton
Great location,Overall good service. The pool and fitness centre were great. Morning buffet has a good selection of Asian and western cuisine. They also include a free cell phone for the length of your stay.  Helpful when traveling for business.,40,Aug-17,Travelled on business,31,25,Carlton
"My ""Go To"" hotel in Singapore for a business stay","As I travel to Singapore about once per month, the Carlton is usually my first choice for accommodation. Certainly this is not the most prestigious or most beautiful or most pampering hotel in Singapore. In fact, on arrival, the libby is actually quite lacking in character or appeal. It has a somewhat-dated, quite 'pedestrian' ambience and design. But the rooms (in one of the two towers, at least) are spacious, well-designed, clean, new and very comfortable. Everything works. (Well, usually works; on my most recent stay, the TV didn't work and the technician told me it was unfixable - sorry...). Power sockets and light switches have been well-thought-out (except for hair dryer power socket, located no where near a mirror.) The beds are very comfortable and with ample pillows.…",40,Oct-17,Travelled on business,21,31,Carlton
Excellent hotel,"It has a great location, its rooms are clean and exceptionally comfortable; its staff are courteous and do everything to make your stay successful.  I cannot fault the Carlton.   I will certainly be staying here next time I come to Singapore.",50,Jul-17,Travelled on business,169,114,Carlton
2nd Stay at the Carlton Hotel,"My husband and I had a stay in late September at the Carlton hotel for 6 nights. This is our second stay here, the first being 4 years ago in 2013.  We again chose to stay in a Premier room - although the other wing has now been renovated (it was not when we stayed 4 years ago!) we enjoyed this room last time so went with it again.   The hotel was nice enough to grant my request for a high floor with a view out to marina bay - the room number was 1869 - you can definitely catch the left side of Marina Bay sands from the room window.   Free wifi in the hotel room dropped out a little on the first day or so, but then was strong.  The Handy phone provided in the room definitely was great to take out - we actually managed to use the internet on it via bluetooth on our own phones -…",40,Sep-17,Travelled as a couple,383,26,Carlton
Great stay,We stayed for 3 nights and it was superb! Staffs were very polite and friendly. The room was big enough for us 4.. Breakfast was good too with many selection. Hotel location is a plus. Would love to stay again in this hotel. ,50,Jan-17,Travelled with family,12,4,Carlton
"““Amazing Hotel, Amazing Staff, Amazing stay.","““Amazing Hotel, Amazing Staff, Amazing stay.  The Carlton Hotel Singapore   What a perfect experience, there is not a single bad word I could say about this hotel. Everything has been perfect from the beginning to the end ...  Customer service at this hotel was incredible, never seen so many smiling faces and staff is extremely accommodating. Staff is extremely outstanding.  Special Thanks to Concierge ALI AKTAR. Best Concierge in Singapore Loved everything about this hotel. I was able to walk everywhere, felt like I was in the epicenter of the city.  If you are sight seeing in Singapore then this is your hotel! Literally walking to distance to all the main attractions Singapore has to offer: Bugis, Little Arab Town, Orchard Ave, Clarke Quay, Raffles etc. City Hall station is…",50,Oct-17,Undisclosed,4,0,Carlton
perfect location,"The hotel is in a perfect location for shopping, eating out. Easy access to a train station.Very friendly staff. The rooms where modern and very clean. There is a gym and a pool and weekly activities. It is a very busy hotel. Large  variety of breakfast. I would definitely go there again.",50,Dec-16,Travelled with family,2,0,Carlton
Nice hotel in a good location,"The Carlton Hotel is quite nice and in a central location. The lobby was a great place to meet with colleagues and always had a bit of buzz going on. The rooms were nice. Not huge but had all of the features that I require. It's a fairly large hotel, but you never had to wait for an elevator.   The only problem I had was that the gym and pool area didn't open until 7AM. That doesn't work for those on business as you don't have enough time to work out before the day starts. The one time I was able to get to the gym, I found it to be nice and well equipped.   Because not getting into the gym before work is a deal-breaker for me, I likely wouldn't stay here again. However, if your days start a bit later, it's a fine place to stay.",40,Sep-17,Travelled on business,344,86,Carlton
busy hotel,pros good spacious rooms comfortable beds adjacent to the raffles mall which has an early morning food court and supermarket which was helpful as we reached early and the check in was only at 2 the front desk did try and accommodate us at the earliest  cons open style bathrooms which can be uncomfortable for some limited extra beds. I did not get one on the first day as they were sold out ,40,Oct-17,Travelled with family,23,5,Carlton
Great location,Stayed here for Singapore Grand Prix 2017.  This hotel is the perfect location for this. Short walk to the Raffles City for shopping and eating.  Chimes is across the road for late night eating.  Stayed in a Deluxe Room which was modern and clean. We had a great view of the city at night and could see the Grand Prix track lit up at night.  Staff were friendly and helpful.   Would stay here again for the event for sure.,40,Sep-17,Travelled as a couple,5,2,Carlton
where else,"I have been visiting this hotel for many years and have just returned after another six day stay. In essence, we choose to stay here because of its excellent location, spacious rooms all well equipt. The hotel is modern (not luxurious) with numerous facilities such as gym, pool etc. They serve an excellent buffet breakfast which caters to all tastes (if only they could provide egg cups)! The staff are friendly and always attentive. Whilst having stayed at numerous other hotels in Singapore over a 40 year period, this place beats all because it ticks all the boxes. Immediately outside the hotel, (Victoria St) you can take a No2 bus to Changi ferry terminal for 2 dollars fifty cents and stop en route for Changi War Museum; in the opposite direction, this bus takes you to centre of…",40,Sep-17,Travelled as a couple,57,78,Carlton
Disappointed,"I booked a room for 2, requesting for twin beds in a non smoking high floor. Upon check in, i was given a room on the 7th floor, and when i reminded them of my request of a high floor, they said twin beds are only up to the 7th floor.  Furthermore, our room was not cleaned/made up in spite of the ‘Please Make Up Room’ button was lighted as early as 12 noon.",20,Oct-17,Travelled with family,10,3,Carlton
Stunning view from our room,"Smack bang in the middle of all the places we wanted to see !  Raffles and Chimes on the doorstep.  All the shopping you could ever want, top quality with super smooth service, lovely lovely people.  We have been in Singapore many times, always fun.",50,Sep-17,Travelled as a couple,104,84,Carlton
Pleasant and nicely situated,"Pleasant enough city centre hotel, well situated with only a short walk or drive to many destinations. Room was clean and convenient, bath had a view and shower was refreshing. Breakfast was varied and good. All in all a good stay. Nice views of Singapore too!",40,Oct-17,Travelled on business,107,50,Carlton
terrible service,I am currently staying at this hotel and while the location is great the service is appalling  Twice I have requested a I room service menu in the last 24 hours and nothing has been done . I also reported that my refrigerator is broken and again no action has occurred in the last six hours  The buffet breakfast is very poor and I had to wait fifteen minutes to be seated the other morning  I will complete my six day stay here as my conference is taking place here but I would not recommend others stay here when there are numerous other hotels,20,Sep-17,Travelled on business,2,0,Carlton
A very good business hotel,"There has been a Carlton hotel on the site for many years. Several years ago the Carlton hotel was extended by the construction of the new tower, which the hotel refers to as its premier wing. This is certainly a good place to stay in.  I am in room 1455 (in the premier wing) which has a very nice view up Bras Basah Road as the picture shows, with St Andrews cathedral grounds on the left and the CHIJMES complex immediately in front of my room and the most famous high-rises in Singapore around the Clark Quay area.  Raffles City is literally across the road, so the most obvious comment to make is that this is an extremely well located hotel. It is just a couple of minutes walk away from MRT stations and the Raffles hotel (which is about to or has just started a major renovation)…",50,Oct-17,Travelled on business,643,193,Carlton
Very good position!,"Perfect location, few minutes from all the main sites. The structure is nice and clean, good service and good staff, only the Concierges a bit lazy but it has been a nice stay. The v The only problem was the a/c tooooo cold! Recomended!",50,Sep-17,Travelled as a couple,81,97,Carlton
Clean and comfortable room,"Stayed one night at this establishment with the family while we took part in Singapore night. We were allocated an even number room in the new wing which was really clean but unfortunately, lacking in view (the odd number room will prob have a better view of the marina area).  Service at the club was professional but not personal. There was a good variety of food for breakfast and the herbal chicken was decent. I tried a chinese bun with salted egg in there but unfortunately, the entire bottom part of the bun was hard. The club definitely needs to look into how the food is being kept warm. ",40,Sep-17,Travelled with family,20,38,Carlton
"Spectacular Location, Acceptable Service","We frequent Singapore often and chose The Carlton Hotel this time due to the excellent value it offered for The Premier Club Room and it's central location.  The Premier Club Room is spread across 34sq.m. and was appointed suitably well. The room that we were offered however looked onto the rear side of an adjacent building thereby denying us of any interesting views. I found that especially odd, since the staff remarked to me that since it was a long weekend, they weren't as busy. We were booked in to stay for five nights and I thought the hotel would use it's discretion to offer a better view for guests staying that long. Ask for a room ending with odd number if you're staying on the 19th Floor, as they atleast look over to the street. Housekeeping services in the room were…",40,Aug-17,Travelled as a couple,142,40,Carlton
A gen,"Stayed here for one night as a friend’s wedding was taking place nearby. It’s a fantastic hotel. Everything is brand new and tastefully decorated. Service is efficient and our rooms were super clean, as well as very comfortable and large and luxurious. The location is perfect as you’re a stones throw from one of the main mrt interchanges. It was quiet and restful. I loved the bathroom and toiletries. The room handphone was a fantastic touch. I will definitely be recommending this hotel to all my guests who visit Singapore.",50,Sep-17,Travelled with friends,39,6,Carlton
Great Location - the free phone is an added bonus! ,"I have recently spent some time in this hotel and can recommend on the location. Just a 10 minute walk from Marina Bay and Raffles City is just across the road for the Metro links and shops and lots of food choices. The rooms are large and clean with great views of the city, also you get a free of charge mobile to help you find your way around the city and make calls which is extremely helpful if you cannot use your phone in Asia. Also the phone has lots of discount codes for attractions around the city and Sentosa. The only negative point I have is noise penetrates though the walls if you do not have your air conditioning unit on. Other than that great stay and fabulous location!! ",40,Sep-17,Travelled on business,8,3,Carlton
Excellent,"Great stay on this hotel very well located in Singapore.  Staff is really nice and professional. Super clean, modern and comfortable, my only ""suggestion"" is to add more hooks in the bathroom to hang towels and peignoir once used :)",50,Sep-17,Travelled as a couple,259,40,Carlton
City centre hotel ,"A fabulous well equipped hotel in a perfect location for easy acces to the city. Clean, cool and comfortable. Nothing was too much to ask for. The bar area was very friendly and night both with the staff and the customers. A perfect find for our trip to the F1 night race as it was very close to the track ",50,Sep-17,Travelled as a couple,88,21,Carlton
Great Hotel!,"Fantastic hotel with a great location, next to Raffles and  leisurely 5 minute walk to City Hall MRT this hotel ticks all the boxes. I stayed in the new wing, room was a nice size as was the bathroom. Staff very friendly, managed to check in at 10am and had a late check out for no extra cost.  Came to Singapore for the F1 and was able to walk to the circuit. Nice pool area, this is my new favourite Singapore hotel.",50,Sep-17,Undisclosed,3,3,Carlton
Carlton hotel,"Good clean and fantastic location.Gymnasium fully equipped and maned.Pool nice.Friendly staff.Buffet dinner good if you like seafood and Asian,not much western fair for a large hotel.Bar will not serve champagne by the glass,nor does the restaurant.Selection of wine at the restaurant was a bit diss appointing one red and one white only.",40,Sep-17,Travelled as a couple,13,9,Carlton
"Fantastic hotel, perfect location!","We stayed at the hotel for a week in September to watch the F1 activities.  The hotel is 2 blocks (200m) from the track and has multiple shopping centres near by for a must visit; Raffles City, Suntec City and Marina Square are definite recommendations.  Raffles hotel was undergoing building work when we attended but we could still go into the gift shop and gardens.    We had a room in the Premium wing which gave us access to the Club Lounge on level 19.  The staff are good in the lounge and SHORTS ARE ALLOWED.  No flip flops are permitted but this was not an issue!  One man Andrea i believe was his name, was an absolutely outstanding member of staff.  Only major concern came on our final morning at the hotel.  During Breakfast this morning in the Club Lounge on the 19th floor a…",50,Sep-17,Travelled with friends,51,16,Carlton
Club lounge,"There are a a lot of first class hotels now in Singapore and it would be rare to find one that was poorly located. If there has to be a point of difference then the level of service and friendliness of the staff is significant. During our recent stay with friends, the staff at the Carlton were the difference in making our stay an enjoyable one.A special mention for Sharon and the staff of the Executive/premier clubs for their superb service.",40,Sep-17,Travelled with friends,2,2,Carlton
Awesome Location,"I decided to stay at the Carlton Hotel Singapore as we were attending the Singapore Grand Prix.  Now they say it is all about location, and this met the criteria for me.    Over the road you have Raffles where you can pop in for a beer and Singapore sling as you eat peanuts and throw she shells not he floor of this lovely venue.   Opposite you have Chijmes in the old Convent that is now full of bars and restaurants.  Diagonally opposite you have Raffles City where you can shop and there are not enough shops, walk down the subway to Suntec.  City Hall MRT is also located in Raffles City to take you quickly and efficiently all over Singapore.  If your from Melbourne, you will appreciate how good the transport system is.  No rubbish, tags or graffiti on trains (Melbourne people…",40,Sep-17,Travelled as a couple,107,62,Carlton
Central Acess to Singapore,"Had used this hotel before and it was o/k but this time for a two day stop over we were in another tower facing the bay. It was totally different, rooms were bigger and bathroom was great. It was pretty quiet and after a 10 hour flight from Europe it was very good to find comfy beds and good linen,it allowed us to get over jet lag.We had paid for two days and a late checkout which meant when we arrived at 6.00 am into Singapore we had a room at the ready instead of waiting until around 14.00 for check in,this allowed us a four hour sleep ,then get up and out to hit the city all refreshed.",40,Sep-17,Travelled as a couple,273,106,Carlton
GOOD HOTEL IN GREAT LOCATION,"Lovely room, clean & hotel had a great pool.  Close to MRT & Raffles, good location for getting round & near shopping.  Staff were friendly and helpful.  Senior (short) man on front door was a delightful character.",40,Sep-17,Travelled as a couple,30,25,Carlton
F1 trip,"What a great location if you're traveling to Singapore for the Grand Prix. 2 blocks from an entry gate, very convenient. Everyone at the Carlton were so lovely, friendly and welcoming, even the beautiful little lady that cleaned our room daily was a delight. I only have 1 negative comment to make, there wasn't a Power point in the bathroom for the hair dryer? Had to dry my hair at the mirror above the study desk. Thank you Carlton hotel for making our stay very comfortable, fun & hassle free! We will definitely stay here again in the future 😎🏎🍷",50,Sep-17,Travelled as a couple,6,0,Carlton
"Nice hotel, good location","We stayed here for 4 nights last week and we're really happy with pretty much everything  the hotel offered. We were lucky to get our rooms upgraded from the Deluxe to the Premier so we had a bath tub that the kids love. The staff has been very helpful throughout our stay. we didn't take the breakfast buffet but managed to order room service for breakfast, it was good. Nothing really special though. We also had some meals in their restaurant and the Carlton Fried Rice was the best for us..That alone is a meal in itself.   The location was nice, right across the hotel is the Raffles City Mall which connects you the the City Hall MRT station. We were there during the F1 weekend and the Gate for Zone 4 was about 5 minutes walk from the hotel. Overall we had a nice experience with…",50,Sep-17,Travelled with family,18,2,Carlton
2nd time vistor,Very clean and modern: Bar is nice and gym/ pool area is beautiful. Also very good location downtown.  Quick taxi access and near Raffles station and Marina Bay Sands.   One of the nicer locations in Singapore. ,50,Sep-17,Travelled on business,90,29,Carlton
Good location,"Ok, yes the location was good indeed, not too far from any of the attractions, and cheap taxi ride, rooms are pretty standard hotel rooms, nothing special about them. The one stand out for me was the mobile phones in the rooms, great idea, take them with you helps you around the city. The staff were fine, the breakfast was standard buffet, so all in all it was a fine stay but nothing outstanding but nothing bad either.",30,Sep-17,Travelled with family,3,0,Carlton
Business Hotel in Prime Location,"I planned a staycation with my family to celebrate our nation's 52nd birthday. I wanted to be near the floating platform to participate in the festivities and soak in the atmosphere. I chose Carlton primarily for its location.  Location ======== Reading tourists' reviews about hotel location in SG always cracks me up. A 5-minute walk to a MRT station is the norm. 10 is considered 'far' by local standards. 30-minute taxi ride will get you halfway across the island and definitely get you to Orchard Road, no matter where you are on the island (unless you get caught in one of those infamous jams). As a local who goes for staycation 2 - 3 times a year, City Hall vicinity is where I want to be. Almost anywhere of significance in SG is within nice walking distance: National Museum,…",40,Aug-17,Travelled with family,184,127,Carlton
Good hotel ,"Large 900+ roomed hotel. Excellent position next to Chijmes and v close to the famous Raffles hotel. Clean, efficient well run hotel. Polite staff-who are also friendly.  Hotel has gym & pool and spa. Good wifi. Close to some great eating places-restaurants... bars & cafes to suit all budgets!!! All in all good ",40,Sep-17,Travelled on business,410,221,Carlton
Good hotel in downtown Singapore,Juts stayed one night while in transit in Singapore. The hotel was superb clean and nice with cozy ambience. Room is not so big but well maintained. The location is close to   MRT station and offers easy access to bay and Orchard area.,40,Jun-17,Travelled with family,35,7,Carlton
Quality Good Position Great Service,"First time here on recommendation of our Helloworld Australian travel agent. More than happy. On request gave us a nice room with view of Marina over roof tops. No bath but you pay for what you get at a price. Very modern, great big beds, friendly and helpful cafe and dining staff. Excellent large buffet lovely decor. One of the largest foyers of this standard of hotels in Singapore. Would defiinately recommend and return ",50,Aug-17,Undisclosed,64,28,Carlton
Great Location,"We stayed 2 nights here in April. Location is really good ,Raffles is just couple of hundred meters away.Breakfast was very good and in the room there was  mobilephone that could be used while in town. Room was very spacious and bathroom was brilliant.",40,Apr-17,Travelled as a couple,10,3,Carlton
"Good location, nice hotel.","Good location, a short walk to the bay and taxis are cheap and plentiful. Staff are amazing and the rooms are very nice. The bar is very expensive but this is a norm for Singapore.The will hold your bags for you on the day you check out and there are shower facilities to use that day too. A high quality standard hotel, with everything you could want.",40,Sep-17,Travelled on business,15,2,Carlton
Nice experiences and great view,Got a free upgrade from Deluxe Room to Studio Room. The room is spacious and have a nice view. Great location. Less than 5 mins walking distance to the nearest MRT and shopping mall. Value for money..,50,Sep-17,Travelled as a couple,89,54,Carlton
Good service and great location,"The Carlton is a nice hotel in a great location. A mall right across the road, Raffles close by too (although at the time i was there under refurbishment - july 2017).  Many attractions in walking distance as well and an MRT station about 5 mins walk. The staff were really friendly and helpful.  Rooms nice and clean and spacious. They also had a cellphone you could use for local calls and for calling some international numbers (unfortunately New Zealand wasn't one of them).  Would definately consider staying here again if i can afford it. (not sure of cost as my work paid).",40,Jul-17,Travelled on business,74,163,Carlton
Good - no complaints but nothing memorable,"Travelled as a small group of 3 adults sharing one room. Room is typical, clean, comfortable. Breakfast buffet option is ok, adequate. Good location - there's a nearby mall and you're pretty much 10 mins from everything you need to walk to.  Not keen on going back, though. There might be better options with the same price point but wouldn't mind going back.   No complaints.",30,Oct-16,Travelled on business,63,39,Carlton
Superb location,From Marina Bay Sands hotel transferring in Carlton is not that bad. Not as elegant as MBS but location wise this hotel i definitely recommend. What's The big plus of this hotel is they have this phone/GPS where The guests can take with them exploring The city. This is such a brilliant and helpful gadget that Even other 5stars hotel in Singapore doesn't have. We were not able to explore The hotel AS we arrived super late 10pm but they welcomed us well. Had an overnight stay and we will definitely go back. The Raffles center/mall is just clocks away. Location wise this hotel has a lot to offer.,30,Aug-17,Travelled with friends,4,3,Carlton
"Location, location, location...","Loved everything about this hotel. I was able to walk everywhere, felt like I was in the epicenter of the city. Good bar selection around. The hotel itself is a stunner, rooms are clean, modern and comfy - Slightly on the smaller side as you'd expect from singapore. Also, they do that thing where due to glass walls the bathtub has views too. Should you like that sort of thing. I do.  Something I've never encountered before: the rooms come with mobile phones that you can take with you into the city. You can place free international calls through them and use 3g. Nice little touch if you are visiting from the other end of the world. Gym is decent, opens at 5am which is lovely if you are struggling with a bit of jet lag.",50,Apr-17,Travelled on business,26,5,Carlton
Reliable Favourite,"Have stayed at Carlton many times for family/couple visits to Singapore and will keep coming back - better than the other three good hotels I have tried over the years. This time we used Premiere Club and enjoyed great views, even better room, late checkout and complimentary daily breakfast and cocktails. Hotel has everything we need. Gym is ok and location really suits us. Small issues (like sauna not hot enough) are overshadowed by the consistently high service. Why go elsewhere?",40,Sep-17,Travelled as a couple,200,66,Carlton
Well located hotel ,"It's been a lovely stay at the Carlton hotel! Near mall, restaurants and bars.. 2-3mins walk to Chijmes, old Heritage building.  And I would to say big thank you to Carmen at the pool side for remembering me and very attentive too.  Thank you Carlton team   Sophie  ",50,Aug-17,Travelled as a couple,287,69,Carlton
Great stopover,I think this was our 12th stay at the Carlton. The premier wing lounge is a great place to wind down after a hectic trip to Chaing Mai. Always stopover in Singapore and try to book the Carlton Hotel in Bras Basah Rd. Great Service from friendly staff.  See you next time.,40,Aug-17,Travelled as a couple,84,62,Carlton
Good location,"Busy hotel but efficient. My room was next to the lift shaft and a bit noisy as a result, other than that no complaints which is always good for a business trip. Gym didn't open til 7 making it hard to go before work if that's something you plan to do..",30,Sep-17,Travelled on business,49,14,Carlton
Well located premium hotel in Singapore,"The Carlton has all the amenities of a first class hotel. The Executive rooms are spacious, comfortable, well equipped and well maintained. The hotel is a great located, opposite Raffles Hotel, and adjacent to the Raffles City Shopping Centre and the City Hall MRT. A great place to stay in Singapore.",50,Aug-17,Travelled solo,58,70,Carlton
Good location ,Travel to Singapore  with my husband and 2 children Hotel is in a very good location . The lobby is  clean and modern . Situated opposite raffles mall and near the city hall mrt . The rooms were very clean and modern . All rooms have a handy mobile phone which u can take with you while touring Singapore and was very useful took it everywhere with us . The staff are very polite and always asking if u  need anything . As our flight was in the evening the let us have a late checkout which was very useful to us ,40,Aug-17,Travelled with family,15,29,Carlton
Excellent business hotel,Very well located Excellent service and the Premium business floors are well worth it Executive lounge in the older wing could be improved and expanded compared to the other wing but would still return. Good price and very good facilities Will use again,40,Aug-17,Travelled on business,65,62,Carlton
Couldn't be better,"This hotel is brilliant. Not only is the location excellent, it is next it raffles, but it also has rooms with a great view too! We could see the edge of marina may from our hotel room.  The staff at the hotel couldn't do more for you. They even upgraded us to a premier room on arrival. They were also very accommodating looking after our bags.   Everything is modern and clean and the provide little bottles of shampoo etc from The White Company which is a store from England the I love.   I would stay here again purely for the ideal location.",50,Aug-17,Travelled as a couple,72,40,Carlton
Excellent Hotel,"From the top 5stars hotels in Singapore, Classic, new and modern hotel, excellent breakfast, service, rooms bad, the Gym is somewhat small but you have also pool locate in the center and near to the marina bay Just enjoy the place",50,Jan-17,Travelled on business,63,29,Carlton
"Excellent room, location and friendly staff","Great location 5 minutes from Bras Basah MRT, opposite Chijmes and Raffles City shopping centre. Very easy to get a GrabCar, Uber or taxi if needed.   Was upgraded for free upon check-in to a Premier Room. Staff were friendly throughout the hotel, and the room was extremely comfortable. Had a good night's sleep on the king-sized bed. Would stay here again.",50,Aug-17,Travelled solo,103,94,Carlton
"Centraly located, first class hotel, not perfect though.","The hotel is located within the walking distance to Marina Bay, Singapore Flyer and other attraction of Singapore. Staff is very helpfull and friendly. Rooms are conteporarly furnished with all advantages and disadvantage of this (no wardrobe, just a rail with hangers). Window, at least in our room was not very big meaning that we have to have lights switched on even during the day. Room equipment was in a very good condition and was working properly. Only water pressure was rather weak. I am not sure wthether this is like this in Singapore or just in this hotel. Our package was without breakfast and we haven't had any meal in the hotel. The pool area on the 5th level is very nice. Overall very good impression. I would stay there again. ",40,Aug-17,Travelled with family,117,26,Carlton
A great stay!,I was staying here for over 2 weeks recently. The hotel is located in a fantastic location. The services of the staff were very good. They are very attentive and take pride into remembering the details of guest preference.   Breakfast buffet spread were the same everyday which was unfortunate for someone whom had to stay for 2 weeks although there were a good selections available.   Laundry service were fantastic. My laundry were delivered back every day and they even call to follow up when I forgot to call them for laundry collection one of the day.  Great wifi which is a bonus for us especially when we have to work.,50,May-17,Travelled on business,217,123,Carlton
